Proband;IP;Video;Distancemeasure;total_distance;len_of_signal;mean_distance;median_distance;zero-overhead-counter;ref before query (rbq);query berfore ref (qbr);max rbq;max qbr;max distance;min distance;Oh < -510;-510 <= Oh < -505;-505 <= Oh < -500;-500 <= Oh < -495;-495 <= Oh < -490;-490 <= Oh < -485;-485 <= Oh < -480;-480 <= Oh < -475;-475 <= Oh < -470;-470 <= Oh < -465;-465 <= Oh < -460;-460 <= Oh < -455;-455 <= Oh < -450;-450 <= Oh < -445;-445 <= Oh < -440;-440 <= Oh < -435;-435 <= Oh < -430;-430 <= Oh < -425;-425 <= Oh < -420;-420 <= Oh < -415;-415 <= Oh < -410;-410 <= Oh < -405;-405 <= Oh < -400;-400 <= Oh < -395;-395 <= Oh < -390;-390 <= Oh < -385;-385 <= Oh < -380;-380 <= Oh < -375;-375 <= Oh < -370;-370 <= Oh < -365;-365 <= Oh < -360;-360 <= Oh < -355;-355 <= Oh < -350;-350 <= Oh < -345;-345 <= Oh < -340;-340 <= Oh < -335;-335 <= Oh < -330;-330 <= Oh < -325;-325 <= Oh < -320;-320 <= Oh < -315;-315 <= Oh < -310;-310 <= Oh < -305;-305 <= Oh < -300;-300 <= Oh < -295;-295 <= Oh < -290;-290 <= Oh < -285;-285 <= Oh < -280;-280 <= Oh < -275;-275 <= Oh < -270;-270 <= Oh < -265;-265 <= Oh < -260;-260 <= Oh < -255;-255 <= Oh < -250;-250 <= Oh < -245;-245 <= Oh < -240;-240 <= Oh < -235;-235 <= Oh < -230;-230 <= Oh < -225;-225 <= Oh < -220;-220 <= Oh < -215;-215 <= Oh < -210;-210 <= Oh < -205;-205 <= Oh < -200;-200 <= Oh < -195;-195 <= Oh < -190;-190 <= Oh < -185;-185 <= Oh < -180;-180 <= Oh < -175;-175 <= Oh < -170;-170 <= Oh < -165;-165 <= Oh < -160;-160 <= Oh < -155;-155 <= Oh < -150;-150 <= Oh < -145;-145 <= Oh < -140;-140 <= Oh < -135;-135 <= Oh < -130;-130 <= Oh < -125;-125 <= Oh < -120;-120 <= Oh < -115;-115 <= Oh < -110;-110 <= Oh < -105;-105 <= Oh < -100;-100 <= Oh < -95;-95 <= Oh < -90;-90 <= Oh < -85;-85 <= Oh < -80;-80 <= Oh < -75;-75 <= Oh < -70;-70 <= Oh < -65;-65 <= Oh < -60;-60 <= Oh < -55;-55 <= Oh < -50;-50 <= Oh < -45;-45 <= Oh < -40;-40 <= Oh < -35;-35 <= Oh < -30;-30 <= Oh < -25;-25 <= Oh < -20;-20 <= Oh < -15;-15 <= Oh < -10;-10 <= Oh < -5;-5 <= Oh < 0;0 <= Oh < 5;5 <= Oh < 10;10 <= Oh < 15;15 <= Oh < 20;20 <= Oh < 25;25 <= Oh < 30;30 <= Oh < 35;35 <= Oh < 40;40 <= Oh < 45;45 <= Oh < 50;50 <= Oh < 55;55 <= Oh < 60;60 <= Oh < 65;65 <= Oh < 70;70 <= Oh < 75;75 <= Oh < 80;80 <= Oh < 85;85 <= Oh < 90;90 <= Oh < 95;95 <= Oh < 100;100 <= Oh < 105;105 <= Oh < 110;110 <= Oh < 115;115 <= Oh < 120;120 <= Oh < 125;125 <= Oh < 130;130 <= Oh < 135;135 <= Oh < 140;140 <= Oh < 145;145 <= Oh < 150;150 <= Oh < 155;155 <= Oh < 160;160 <= Oh < 165;165 <= Oh < 170;170 <= Oh < 175;175 <= Oh < 180;180 <= Oh < 185;185 <= Oh < 190;190 <= Oh < 195;195 <= Oh < 200;200 <= Oh < 205;205 <= Oh < 210;210 <= Oh < 215;215 <= Oh < 220;220 <= Oh < 225;225 <= Oh < 230;230 <= Oh < 235;235 <= Oh < 240;240 <= Oh < 245;245 <= Oh < 250;250 <= Oh < 255;255 <= Oh < 260;260 <= Oh < 265;265 <= Oh < 270;270 <= Oh < 275;275 <= Oh < 280;280 <= Oh < 285;285 <= Oh < 290;290 <= Oh < 295;295 <= Oh < 300;300 <= Oh < 305;305 <= Oh < 310;310 <= Oh < 315;315 <= Oh < 320;320 <= Oh < 325;325 <= Oh < 330;330 <= Oh < 335;335 <= Oh < 340;340 <= Oh < 345;345 <= Oh < 350;350 <= Oh < 355;355 <= Oh < 360;360 <= Oh < 365;365 <= Oh < 370;370 <= Oh < 375;375 <= Oh < 380;380 <= Oh < 385;385 <= Oh < 390;390 <= Oh < 395;395 <= Oh < 400;400 <= Oh < 405;405 <= Oh < 410;410 <= Oh < 415;415 <= Oh < 420;420 <= Oh < 425;425 <= Oh < 430;430 <= Oh < 435;435 <= Oh < 440;440 <= Oh < 445;445 <= Oh < 450;450 <= Oh < 455;455 <= Oh < 460;460 <= Oh < 465;465 <= Oh < 470;470 <= Oh < 475;475 <= Oh < 480;480 <= Oh < 485;485 <= Oh < 490;490 <= Oh < 495;495 <= Oh < 500;500 <= Oh < 505;Oh > 510
pb3;1;Spot4;winkel;167353.95361379016;3308;50.590675215776955;15.676205237864794;128;2182;2371;443;-378;177.62145104415927;0.027893535953259798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;11;41;20;20;20;20;20;20;154;10;11;22;77;26;20;20;20;22;20;20;20;20;20;20;85;87;40;42;30;82;30;20;20;20;72;10;10;50;10;10;10;10;10;10;10;10;10;10;10;10;10;10;470;10;10;10;10;10;11;10;10;10;54;21;42;10;10;10;10;10;10;10;56;20;91;136;10;13;10;10;10;10;10;10;10;93;20;20;20;20;20;20;20;20;20;20;20;20;37;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;144;10;10;10;10;10;10;10;10;10;28;20;21;20;20;20;20;20;20;20;20;20;20;20;20;61;31;32;20;20;75;49;10;16;10;10;63;45;20;20;20;20;20;20;71;20;20;46;22;127;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot4;winkellog;158789.41936081828;3308;48.001638259013994;12.951294012459304;111;2163;2361;445;-378;175.74772643100695;9.427533153699449e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;11;40;20;20;20;20;20;20;154;10;11;22;77;26;20;20;20;22;20;20;20;20;20;20;85;35;40;42;30;85;25;20;20;20;129;10;10;50;10;13;10;10;10;10;10;10;10;10;10;10;10;41;436;10;10;10;10;10;11;10;10;10;52;21;26;10;29;10;10;10;10;10;23;30;101;161;10;13;10;10;10;10;10;14;152;120;30;40;30;54;20;20;20;20;20;20;37;31;30;30;30;29;20;20;20;20;20;20;20;20;20;20;20;20;140;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;28;10;10;16;10;10;17;72;42;20;20;20;20;20;71;20;20;46;22;10;119;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot5;euklid;859194.7245162808;3852;223.0515899574976;152.07805745375737;90;1080;3583;47;-266;630.6671803561833;5.254100374876016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;38;52;10;10;10;10;14;10;59;56;132;20;167;31;31;30;75;46;20;128;20;20;20;48;10;10;10;10;10;116;51;63;21;65;42;32;31;25;20;20;110;151;119;260;184;65;125;271;81;144;119;84;228;271;109;294;140;26;17;10;143;10;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot5;winkel;215667.01325228662;3852;55.98832119737451;20.782226213084716;226;227;5136;49;-661;177.13298888693527;0.050982551846815945;1343;53;30;50;33;53;24;20;22;20;20;20;20;20;26;32;72;30;30;30;97;20;20;28;77;39;61;30;35;69;44;40;30;61;30;30;102;36;45;53;20;20;21;20;20;20;20;20;66;31;58;71;30;30;30;30;45;20;44;20;21;20;20;20;20;24;20;20;20;20;20;20;20;20;20;20;20;20;21;20;20;20;20;20;55;20;20;39;20;20;20;131;73;46;71;96;164;158;41;40;40;35;30;267;32;20;20;26;10;10;10;10;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot5;winkellog;174043.63595672423;3852;45.182667693853645;13.324942106944812;78;0;5330;0;-862;177.13298888693527;0.0005825823047770497;3616;20;20;40;23;43;14;10;12;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;10;29;10;10;10;10;10;10;10;14;10;10;10;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;10;10;10;10;10;10;10;10;28;10;10;10;121;10;25;195;76;78;83;20;20;20;10;10;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot6;euklid;493762.43337796914;2924;168.8654012920551;77.37315457179815;79;1200;2590;264;-331;474.1225083378616;2.0154466857727535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;10;77;12;10;10;10;10;10;10;10;126;10;10;10;10;10;10;10;10;10;10;10;74;20;20;20;231;20;23;172;20;20;20;20;20;20;41;59;10;12;10;10;10;137;20;20;20;20;80;30;30;30;36;108;30;30;30;179;66;30;30;50;30;50;125;134;171;30;205;67;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;100;10;10;10;10;10;10;10;10;10;10;10;10;12;126;20;20;66;32;10;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot6;winkel;141179.11273061114;2924;48.282870290906686;18.16776422217093;30;1803;2076;252;-325;178.62194845833616;0.0005283582883284454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;79;20;20;20;106;86;10;10;10;10;10;10;10;10;34;10;10;10;10;10;10;119;100;20;20;20;26;30;30;114;62;30;30;31;30;178;30;30;44;63;110;41;77;54;95;40;161;75;25;20;39;291;20;20;20;42;12;10;10;10;10;10;10;10;10;10;155;10;10;10;10;10;10;10;10;10;102;10;10;10;10;10;10;10;10;10;10;104;31;30;40;33;53;92;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot6;winkellog;138218.65406349231;2924;47.27040152650216;18.16776422217093;77;976;2896;272;-509;178.62194135306225;0.00018333542152334758;0;23;10;10;10;10;10;10;10;10;59;10;10;10;91;10;10;10;10;10;10;10;10;10;20;10;10;10;10;10;10;10;10;10;10;10;10;10;153;10;10;10;10;10;10;10;10;10;10;10;10;10;52;18;20;76;30;27;20;89;57;65;54;118;126;10;10;10;10;10;10;10;10;34;10;10;10;10;12;10;119;100;20;54;20;195;20;20;20;52;20;20;21;20;168;20;20;34;20;74;10;95;20;85;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;102;10;10;10;10;10;10;10;10;10;10;104;31;30;40;33;53;92;31;10;10;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot7;euklid;489208.8862192363;2236;218.78751619822734;127.83998469508542;119;357;2848;46;-988;484.92892737796984;4.365269301632146;1229;10;10;10;10;10;10;10;10;12;11;10;10;10;10;10;10;10;10;36;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;55;10;10;10;10;55;10;15;204;20;22;20;20;146;93;30;241;15;129;10;10;10;10;10;10;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot7;winkel;133259.937528296;2236;59.59746758868336;37.20071154145307;60;448;2590;47;-378;177.24540418227363;0.01026173913607491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;11;10;10;10;107;20;21;51;30;30;34;183;36;43;39;30;31;30;30;30;52;20;20;20;20;43;94;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;65;20;149;101;30;30;101;80;81;86;41;40;121;201;50;168;30;149;70;19;10;10;10;10;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot7;winkellog;89175.25485328973;2236;39.88159877159648;19.40107270716644;100;1295;1623;159;-292;165.8046996571226;2.6501020647231354e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;10;36;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;12;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;65;20;149;101;30;30;102;81;81;86;41;40;120;161;50;209;30;150;70;31;26;30;32;60;46;10;10;10;10;20;135;10;10;10;10;10;27;10;10;10;25;44;20;20;149;33;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot8;euklid;448868.6353201697;2868;156.50928707118888;131.25786478938227;159;1879;1342;300;-65;399.7007741167654;4.05114179014721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;10;10;10;17;15;10;78;10;15;62;230;841;465;182;122;138;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;130;22;20;26;79;224;20;20;22;10;11;10;10;10;10;10;44;10;10;10;10;10;10;10;10;10;10;10;10;10;10;50;10;10;10;10;10;10;10;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot8;winkel;184052.4001492732;2868;64.17447703949553;35.42049828601746;178;2457;767;200;-45;175.99621243446168;0.016733844803131875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;23;25;41;40;111;120;93;282;415;112;163;642;35;30;95;10;10;10;10;10;10;10;10;10;10;10;10;10;208;85;71;20;21;43;216;10;10;10;10;10;10;10;15;20;20;74;132;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;Spot8;winkellog;157572.15275749427;2868;54.9414758568669;27.905742982308386;162;2462;792;200;-45;175.99619959122592;1.3957131755273193e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;23;25;41;40;111;152;103;265;399;112;163;643;35;30;95;10;10;10;10;10;10;10;10;10;10;10;10;15;207;134;21;20;21;43;217;10;10;10;10;10;10;10;15;20;20;74;132;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL1;euklid;658353.3429983653;3988;165.08358650911867;87.3705491830813;75;4136;1105;549;-190;566.9344314252231;1.6854059104487793;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;10;10;10;59;13;10;10;10;10;10;10;10;10;10;10;10;10;10;10;49;10;49;37;54;22;21;20;20;20;67;41;30;93;30;75;57;147;216;347;283;229;73;40;40;45;30;30;30;30;30;30;57;40;186;81;40;90;88;30;147;30;69;20;36;93;20;20;26;20;67;143;41;10;10;10;88;10;29;10;82;10;10;10;10;10;10;34;76;18;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;26;10;10;10;13;10;10;10;10;10;101;10;10;10;10;10;10;10;10;10;10;10;10;10;130;23;96;158
pb3;1;GL1;winkel;169956.0092411557;3988;42.61685286889561;15.645253947251703;100;4701;548;487;-80;171.10661411643312;0.0005946102866340082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;10;10;10;31;10;11;38;20;20;23;20;35;30;57;204;198;232;201;189;188;60;90;66;50;50;95;177;40;63;50;134;162;50;50;85;138;40;117;173;102;113;30;152;20;93;20;20;20;48;90;90;10;37;10;10;10;10;82;10;10;44;20;144;51;10;101;17;10;10;10;10;10;10;10;10;10;10;10;10;10;10;55;43;20;20;20;20;20;23;20;76;10;20;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;52;0;0;0;0
pb3;1;GL1;winkellog;144701.66946812984;3988;36.284270177565155;10.168637919689806;25;3329;1923;179;-199;172.86515501828467;1.7356968959378555e-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;10;10;10;10;10;10;75;89;20;20;20;20;20;14;10;10;14;10;10;10;10;10;10;29;118;31;56;68;72;99;68;50;170;56;50;50;127;84;248;350;325;266;254;310;60;90;66;50;58;85;167;30;53;40;124;152;40;40;67;112;30;107;85;30;51;20;142;10;10;10;10;10;10;10;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL2;euklid;288511.9703896799;1781;161.9943685511959;64.61885209708309;49;1934;320;324;-34;448.8436436583911;2.294799798799226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152;14;10;10;47;52;35;57;33;24;10;10;10;10;76;10;12;10;10;10;10;40;21;344;58;136;61;92;10;10;10;10;48;20;20;20;55;34;30;30;30;30;32;20;20;22;23;20;20;20;94;10;10;10;10;10;10;10;10;10;10;11;10;10;10;10;10;10;45;10;10;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL2;winkel;93275.52094399532;1781;52.372555274562224;13.81258570508068;65;1969;153;244;-21;169.8458484696957;0.05080474571601102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;10;32;20;75;82;43;38;20;21;20;20;20;563;20;20;20;103;10;30;20;20;20;73;79;257;10;10;10;10;10;10;10;10;45;20;22;49;10;10;10;12;10;54;20;112;10;10;10;10;10;10;10;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL2;winkellog;82418.53218082394;1781;46.27654810826723;12.971409752181229;64;1759;327;244;-33;169.8458484696957;2.171204866038383e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;10;26;20;26;20;75;73;33;28;10;11;10;10;10;553;10;10;10;10;10;38;20;20;20;114;30;258;10;10;10;10;10;10;10;10;45;20;22;49;10;10;10;10;10;54;20;112;10;10;10;10;10;10;12;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL3;euklid;404393.6152805593;2628;153.8788490413087;79.09001732405872;247;1940;1183;181;-132;540.829129684322;3.565129856145765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;10;11;11;11;10;10;34;20;20;20;20;20;46;33;82;54;45;30;97;66;43;59;68;110;109;116;335;441;381;122;218;20;20;57;10;44;20;23;44;20;20;70;18;66;10;10;10;10;10;10;10;10;10;10;44;12;10;12;10;12;10;10;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL3;winkel;93744.74997402812;2628;35.67151825495743;10.143980684824893;97;2238;1350;182;-134;171.49067152157394;0.020990689639714063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;11;10;11;10;10;10;12;40;20;30;31;30;32;30;46;64;118;53;137;83;64;71;76;98;51;171;170;346;270;223;81;160;60;126;46;40;40;42;43;40;40;57;134;30;30;33;20;20;74;10;10;10;10;11;45;10;10;10;10;10;12;42;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pb3;1;GL3;winkellog;178183.0052455053;2628;67.80175237652409;21.420249379111993;114;0;3898;0;-1093;176.1215624157539;2.8648389208764106e-05;2640;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;38;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;13;10;10;10;10;10;10;10;10;10;10;54;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;131;20;20;32;10;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
